id,simulation_id,frequency,G_prime,G_double_prime
483,3,2940835.0,2357368.0,1144869.0
484,3,2673486.0,2318015.0,1068137.0
485,3,2430442.0,2282223.0,997144.7
486,3,2209493.0,2249507.0,931586.3
487,3,2008630.0,2219438.0,871101.2
488,3,1826027.0,2191644.0,815290.9
489,3,1660025.0,2165807.0,763891.3
490,3,1509113.0,2141660.0,716560.2
491,3,1371921.0,2118977.0,672899.6
492,3,1247201.0,2097571.0,632693.5
493,3,1133819.0,2077287.0,595653.6
494,3,1030745.0,2057994.0,561467.2
495,3,937040.6,2039584.0,529936.9
496,3,851855.1,2021965.0,500840.9
497,3,774413.8,2005062.0,473985.4
498,3,704012.5,1988807.0,449188.2
499,3,640011.4,1973143.0,426278.6
500,3,581828.5,1958020.0,405105.0
501,3,528935.0,1943395.0,385532.1
502,3,480850.0,1929228.0,367436.4
503,3,437136.4,1915485.0,350705.3
504,3,397396.7,1902133.0,335236.0
505,3,361269.7,1889144.0,320934.1
506,3,328427.0,1876490.0,307713.6
507,3,298570.0,1864148.0,295495.7
508,3,271427.3,1852095.0,284207.9
509,3,246752.1,1840309.0,273784.1
510,3,224320.1,1828771.0,264163.7
511,3,203927.3,1817461.0,255290.9
512,3,185388.5,1806362.0,247114.6
513,3,168535.0,1795456.0,239587.9
514,3,153213.6,1784729.0,232667.6
515,3,139285.1,1774163.0,226313.7
516,3,126622.8,1763744.0,220489.5
517,3,115111.7,1753457.0,215160.9
518,3,104647.0,1743289.0,210296.2
519,3,95133.61,1733227.0,205866.2
520,3,86485.1,1723258.0,201843.6
521,3,78622.82,1713371.0,198203.1
522,3,71475.29,1703553.0,194921.3
523,3,64977.54,1693796.0,191976.5
524,3,59070.49,1684087.0,189348.7
525,3,53700.44,1674419.0,187019.6
526,3,48818.59,1664780.0,184972.4
527,3,44380.53,1655163.0,183191.3
528,3,40345.94,1645558.0,181662.0
529,3,36678.13,1635957.0,180371.2
530,3,33343.75,1626351.0,179306.1
531,3,30312.5,1616730.0,178455.0
532,3,27556.82,1607088.0,177806.5
533,3,25051.65,1597417.0,177349.8
534,3,22774.23,1587708.0,177074.8
535,3,20703.85,1577954.0,176971.7
536,3,18821.68,1568150.0,177031.4
537,3,17110.62,1558290.0,177245.3
538,3,15555.11,1548367.0,177605.5
539,3,14141.01,1538375.0,178104.8
540,3,12855.46,1528311.0,178736.6
541,3,11686.78,1518170.0,179495.3
542,3,10624.35,1507945.0,180375.3
543,3,9658.497,1497632.0,181372.1
544,3,8780.452,1487226.0,182481.1
545,3,7982.229,1476723.0,183698.5
546,3,7256.572,1466116.0,185020.3
547,3,6596.883,1455400.0,186443.1
548,3,5997.167,1444570.0,187963.4
549,3,5451.97,1433619.0,189577.7
550,3,4956.336,1422543.0,191282.5
551,3,4505.76,1411334.0,193074.2
552,3,4096.145,1399987.0,194949.1
553,3,3723.769,1388495.0,196902.8
554,3,3385.244,1376852.0,198930.8
555,3,3077.495,1365052.0,201028.1
556,3,2797.722,1353088.0,203189.0
557,3,2543.384,1340955.0,205407.3
558,3,2312.167,1328646.0,207676.1
559,3,2101.97,1316157.0,209987.8
560,3,1910.882,1303484.0,212334.4
561,3,1737.166,1290621.0,214707.3
562,3,1579.241,1277567.0,217097.1
563,3,1435.674,1264319.0,219494.3
564,3,1305.158,1250876.0,221889.0
565,3,1186.507,1237237.0,224271.1
566,3,1078.643,1223404.0,226630.1
567,3,980.5847,1209378.0,228955.9
568,3,891.4406,1195161.0,231238.0
569,3,810.4005,1180758.0,233466.3
570,3,736.7278,1166173.0,235631.0
571,3,669.7525,1151412.0,237722.3
572,3,608.8659,1136482.0,239731.0
573,3,553.5145,1121389.0,241648.2
574,3,503.195,1106048.0,241319.2
575,3,457.45,1090671.0,243222.8
576,3,415.8636,1075156.0,244994.3
577,3,378.0578,1059512.0,246628.5
578,3,343.6889,1043751.0,248121.0
579,3,312.4445,1027883.0,249467.6
580,3,284.0404,1011920.0,250665.0
581,3,258.2186,995874.3,251710.4
582,3,234.7442,979756.6,252601.3
583,3,213.4038,963578.7,253335.8
584,3,194.0034,947352.2,253912.6
585,3,176.3668,931088.6,254330.6
586,3,160.3334,914799.3,254589.1
587,3,145.7577,898495.6,254687.6
588,3,132.507,882188.7,254626.0
589,3,120.4609,865889.7,254404.4
590,3,109.5099,849609.7,254023.2
591,3,99.55444,833359.4,253483.1
592,3,90.50404,817149.5,252785.1
593,3,82.2764,800989.9,251930.4
594,3,74.79673,784890.5,250920.0
595,3,67.99702,768860.5,249754.9
596,3,61.81548,752908.7,248435.7
597,3,56.19589,737044.1,246962.0
598,3,51.08717,721275.6,245332.9
599,3,46.44288,705612.9,243546.6
600,3,42.2208,690067.0,241600.8
601,3,38.38255,674650.4,239492.7
602,3,34.89323,659377.5,237220.4
603,3,31.72111,644264.5,234783.0
604,3,28.83738,629329.3,232181.5
605,3,26.2158,614590.9,229419.7
606,3,23.83254,600068.5,226504.4
607,3,21.66595,585780.5,223445.4
608,3,19.69632,571744.1,220255.8
609,3,17.90574,557974.1,216950.9
610,3,16.27795,544482.6,213548.2
611,3,14.79813,531278.8,210066.2
612,3,13.45285,518368.7,206524.0
613,3,12.22986,505755.4,202940.9
614,3,11.11806,493439.2,199335.4
615,3,10.10732,481418.0,195725.4
616,3,9.188477,469687.5,192127.4
617,3,8.353161,458241.5,188556.8
618,3,7.593782,447072.0,185027.4
619,3,6.903439,436169.9,181551.5
620,3,6.275853,425524.8,178139.7
621,3,5.705321,415125.4,174801.1
622,3,5.186656,404959.8,171542.8
623,3,4.715141,395015.8,168370.3
624,3,4.286492,385280.6,165287.6
625,3,3.896811,375741.9,162296.8
626,3,3.542556,366387.4,159398.5
627,3,3.220505,357205.4,156591.8
628,3,2.927732,348184.6,153874.8
629,3,2.661574,339314.7,151244.2
630,3,2.419613,330586.0,148695.8
631,3,2.199648,321989.9,146224.8
632,3,1.99968,313518.3,143825.7
633,3,1.817891,305164.2,141492.1
634,3,1.652628,296921.4,139217.3
635,3,1.502389,288784.9,136994.3
636,3,1.365809,280750.3,134815.4
637,3,1.241644,272814.7,132672.9
638,3,1.128767,264976.3,130558.9
639,3,1.026152,257234.3,128465.5
640,3,0.9328656,249589.4,126385.3
641,3,0.8480596,242043.3,124311.3
642,3,0.7709633,234598.8,122237.3
643,3,0.7008757,227259.5,120158.1
644,3,0.6371598,220029.7,118069.4
645,3,0.5792361,212914.0,115967.9
646,3,0.5265783,205917.4,113851.7
647,3,0.4787076,199044.6,111719.6
648,3,0.4351887,192300.4,109571.4
649,3,0.3956261,185689.3,107407.8
650,3,0.3596601,179215.7,105230.3
651,3,0.3269637,172883.3,103040.9
652,3,0.2972397,166695.7,100842.8
653,3,0.2702179,160655.6,98639.57
654,3,0.2456527,154765.2,96435.48
655,3,0.2233206,149025.7,94235.31
656,3,0.2030187,143437.3,92044.09
657,3,0.1845625,137999.0,89866.88
658,3,0.1677841,132708.9,87708.45
659,3,0.152531,127564.1,85573.05
660,3,0.1386645,122561.1,83464.21
661,3,0.1260587,117695.8,81384.63
662,3,0.1145988,112964.0,79336.16
663,3,0.1041807,108361.6,77319.91
664,3,0.09470974,103884.7,75336.35
665,3,0.08609976,99529.76,73385.54
666,3,0.07827251,95293.5,71467.3
667,3,0.07115683,91173.03,69581.37
668,3,0.06468803,87165.59,67727.52
669,3,0.0588073,83268.48,65905.56
670,3,0.05346118,79478.9,64115.33
671,3,0.04860107,75793.85,62356.57
672,3,0.04418279,72210.15,60628.78
673,3,0.04016617,68724.39,58931.04
674,3,0.0365147,65333.15,57261.87
675,3,0.03319519,62033.18,55619.15
676,3,0.03017744,58821.6,54000.08
677,3,0.02743404,55696.21,52401.32
678,3,0.02494003,52655.66,50819.13
679,3,0.02267276,49699.62,49249.68
680,3,0.0206116,46828.8,47689.4
681,3,0.01873782,44044.87,46135.2
682,3,0.01703438,41350.26,44584.87
683,3,0.0154858,38747.91,43037.19
684,3,0.014078,36240.94,41492.06
685,3,0.01279818,33832.31,39950.49
686,3,0.01163471,31524.54,38414.44
687,3,0.01057701,29319.5,36886.7
688,3,0.009615463,27218.25,35370.57
689,3,0.00874133,25220.97,33869.68
690,3,0.007946663,23327.0,32387.67
691,3,0.00722424,21534.94,30928.05
692,3,0.00656749,19842.76,29494.06
693,3,0.005970446,18247.95,28088.5
694,3,0.005427678,16747.69,26713.81
695,3,0.004934253,15338.97,25371.99
696,3,0.004485684,14018.68,24064.7
697,3,0.004077895,12783.71,22793.33
698,3,0.003707177,11630.93,21559.0
699,3,0.003370161,10557.25,20362.68
700,3,0.003063783,9559.589,19205.21
701,3,0.002785257,8634.847,18087.3
702,3,0.002532052,7779.92,17009.56
703,3,0.002301865,6991.672,15972.48
704,3,0.002092605,6266.939,14976.47
705,3,0.001902368,5602.527,14021.78
706,3,0.001729426,4995.223,13108.55
707,3,0.001572205,4441.803,12236.78
708,3,0.001429277,3939.053,11406.32
709,3,0.001299343,3483.778,10616.87
710,3,0.001181221,3072.825,9868.008
711,3,0.001073837,2703.099,9159.145
712,3,0.0009762156,2371.577,8489.575
713,4,100000000.0,10429150.0,9396452.0
714,4,90909090.0,9947129.0,8956246.0
715,4,82644630.0,9487498.0,8535312.0
716,4,75131480.0,9049239.0,8133830.0
717,4,68301350.0,8631370.0,7750595.0
718,4,62092130.0,8232957.0,7384328.0
719,4,56447390.0,7853122.0,7034644.0
720,4,51315810.0,7491026.0,6700528.0
721,4,46650740.0,7145875.0,6380890.0
722,4,42409760.0,6816927.0,6075511.0
723,4,38554330.0,6503473.0,5783333.0
724,4,35049390.0,6204853.0,5503666.0
725,4,31863080.0,5920447.0,5235855.0
726,4,28966440.0,5649679.0,4979227.0
727,4,26333130.0,5392018.0,4733533.0
728,4,23939200.0,5146968.0,4497714.0
729,4,21762910.0,4914081.0,4271354.0
730,4,19784470.0,4692952.0,4053848.0
731,4,17985880.0,4483223.0,3845195.0
732,4,16350800.0,4284566.0,3644262.0
733,4,14864360.0,4096707.0,3451070.0
734,4,13513060.0,3919401.0,3265005.0
735,4,12284600.0,3752442.0,3085982.0
736,4,11167820.0,3595644.0,2913585.0
737,4,10152560.0,3448841.0,2747607.0
738,4,9229600.0,3311873.0,2588024.0
739,4,8390545.0,3184568.0,2434786.0
740,4,7627768.0,3066730.0,2287588.0
741,4,6934335.0,2958128.0,2146796.0
742,4,6303941.0,2858473.0,2012006.0
743,4,5730855.0,2767423.0,1883670.0
744,4,5209868.0,2684566.0,1761929.0
745,4,4736244.0,2609424.0,1646486.0
746,4,4305676.0,2541467.0,1537729.0
747,4,3914251.0,2480117.0,1435412.0
748,4,3558410.0,2424771.0,1339678.0
749,4,3234918.0,2374816.0,1250324.0
750,4,2940835.0,2329648.0,1167133.0
751,4,2673486.0,2288691.0,1089916.0
752,4,2430442.0,2251406.0,1018371.0
753,4,2209493.0,2217303.0,952271.4
754,4,2008630.0,2185946.0,891229.5
755,4,1826027.0,2156954.0,834900.6
756,4,1660025.0,2129997.0,782981.6
757,4,1509113.0,2104795.0,735228.5
758,4,1371921.0,2081111.0,691165.1
759,4,1247201.0,2058750.0,650618.5
760,4,1133819.0,2037544.0,613248.7
761,4,1030745.0,2017356.0,578812.8
762,4,937040.6,1998070.0,547063.1
763,4,851855.1,1979589.0,517801.0
764,4,774413.8,1961831.0,490814.0
765,4,704012.5,1944724.0,465919.7
766,4,640011.4,1928208.0,442946.3
767,4,581828.5,1912230.0,421741.5
768,4,528935.0,1896742.0,402167.9
769,4,480850.0,1881705.0,384099.9
770,4,437136.4,1867080.0,367422.7
771,4,397396.7,1852835.0,352031.2
772,4,361269.7,1838939.0,337829.2
773,4,328427.0,1825363.0,324728.6
774,4,298570.0,1812084.0,312648.6
775,4,271427.3,1799077.0,301515.2
776,4,246752.1,1786321.0,291260.6
777,4,224320.1,1773796.0,281822.5
778,4,203927.3,1761482.0,273144.1
779,4,185388.5,1749362.0,265173.0
780,4,168535.0,1737419.0,257861.4
781,4,153213.6,1725637.0,251165.4
782,4,139285.1,1714000.0,245044.3
783,4,126622.8,1702494.0,239461.2
784,4,115111.7,1691105.0,234381.6
785,4,104647.0,1679820.0,229774.2
786,4,95133.61,1668625.0,225609.9
787,4,86485.1,1657508.0,221862.1
788,4,78622.82,1646458.0,218506.4
789,4,71475.29,1635463.0,215520.1
790,4,64977.54,1624510.0,212882.6
791,4,59070.49,1613591.0,210574.7
792,4,53700.44,1602692.0,208578.6
793,4,48818.59,1591804.0,206877.7
794,4,44380.53,1580916.0,205456.7
795,4,40345.94,1570018.0,204300.9
796,4,36678.13,1559100.0,203396.6
797,4,33343.75,1548152.0,202730.8
798,4,30312.5,1537164.0,202291.1
799,4,27556.82,1526129.0,202065.6
800,4,25051.65,1515037.0,202043.1
801,4,22774.23,1503880.0,202212.9
802,4,20703.85,1492652.0,202565.0
803,4,18821.68,1481346.0,203090.1
804,4,17110.62,1469956.0,203779.3
805,4,15555.11,1458475.0,204624.9
806,4,14141.01,1446900.0,205619.7
807,4,12855.46,1435225.0,206757.7
808,4,11686.78,1423445.0,208033.7
809,4,10624.35,1411557.0,209443.5
810,4,9658.497,1399555.0,210984.1
811,4,8780.452,1387435.0,212653.1
812,4,7982.229,1375190.0,214449.0
813,4,7256.572,1362815.0,216370.5
814,4,6596.883,1350303.0,218416.9
815,4,5997.167,1337644.0,220587.3
816,4,5451.97,1324832.0,222880.7
817,4,4956.336,1311855.0,225295.5
818,4,4505.76,1298705.0,227829.7
819,4,4096.145,1285370.0,230480.4
820,4,3723.769,1271841.0,233243.7
821,4,3385.244,1258105.0,236114.9
822,4,3077.495,1244152.0,239088.0
823,4,2797.722,1229971.0,242156.2
824,4,2543.384,1215551.0,245311.4
825,4,2312.167,1200884.0,248544.5
826,4,2101.97,1185958.0,251845.3
827,4,1910.882,1170765.0,255202.7
828,4,1737.166,1155298.0,258604.4
829,4,1579.241,1139548.0,262037.4
830,4,1435.674,1123508.0,265487.2
831,4,1305.158,1107173.0,268938.4
832,4,1186.507,1090537.0,272374.5
833,4,1078.643,1073598.0,275777.3
834,4,980.5847,1056351.0,279127.4
835,4,891.4406,1038796.0,282403.7
836,4,810.4005,1020933.0,285583.7
837,4,736.7278,1002766.0,288643.2
838,4,669.7525,984199.1,289126.0
839,4,608.8659,965462.5,292086.3
840,4,553.5145,946446.9,294827.4
841,4,503.195,927170.0,297324.0
842,4,457.45,907654.0,299552.1
843,4,415.8636,887924.7,301489.8
844,4,378.0578,868011.3,303118.3
845,4,343.6889,847945.5,304422.4
846,4,312.4445,827760.3,305391.1
847,4,284.0404,807488.4,306017.2
848,4,258.2186,787162.1,306296.9
849,4,234.7442,766811.6,306228.8
850,4,213.4038,746465.7,305812.9
851,4,194.0034,726151.4,305049.8
852,4,176.3668,705895.2,303939.8
853,4,160.3334,685723.0,302482.7
854,4,145.7577,665662.0,300678.1
855,4,132.507,645740.8,298525.8
856,4,120.4609,625990.2,296026.8
857,4,109.5099,606442.7,293184.6
858,4,99.55444,587132.5,290006.0
859,4,90.50404,568094.0,286502.0
860,4,82.2764,549360.9,282688.5
861,4,74.79673,530964.8,278585.5
862,4,67.99702,512933.6,274217.2
863,4,61.81548,495291.2,269610.7
864,4,56.19589,478056.4,264794.7
865,4,51.08717,461243.1,259798.6
866,4,46.44288,444860.9,254650.9
867,4,42.2208,428915.1,249378.8
868,4,38.38255,413408.3,244007.7
869,4,34.89323,398340.7,238560.6
870,4,31.72111,383710.7,233058.8
871,4,28.83738,369515.9,227521.9
872,4,26.2158,355752.8,221968.0
873,4,23.83254,342417.2,216414.7
874,4,21.66595,329503.8,210878.4
875,4,19.69632,317006.4,205375.3
876,4,17.90574,304917.5,199920.7
877,4,16.27795,293228.0,194529.1
878,4,14.79813,281927.7,189214.0
879,4,13.45285,271005.0,183987.6
880,4,12.22986,260447.1,178860.8
881,4,11.11806,250240.3,173842.6
882,4,10.10732,240370.1,168940.8
883,4,9.188477,230821.5,164160.9
884,4,8.353161,221579.3,159507.3
885,4,7.593782,212628.2,154982.0
886,4,6.903439,203953.2,150585.8
887,4,6.275853,195539.7,146317.9
888,4,5.705321,187373.5,142175.7
889,4,5.186656,179441.4,138155.8
890,4,4.715141,171731.0,134253.1
891,4,4.286492,164230.9,130462.0
892,4,3.896811,156930.5,126775.8
893,4,3.542556,149820.8,123187.1
894,4,3.220505,142893.6,119687.9
895,4,2.927732,136142.0,116269.9
896,4,2.661574,129560.5,112924.2
897,4,2.419613,123144.9,109642.0
898,4,2.199648,116892.4,106414.7
899,4,1.99968,110801.7,103233.8
900,4,1.817891,104872.6,100091.4
901,4,1.652628,99106.16,96980.31
902,4,1.502389,93504.68,93894.37
903,4,1.365809,88071.2,90828.53
904,4,1.241644,82809.44,87778.99
905,4,1.128767,77723.52,84743.3
906,4,1.026152,72817.7,81720.37
907,4,0.9328656,68096.11,78710.4
908,4,0.8480596,63562.57,75714.85
909,4,0.7709633,59220.34,72736.26
910,4,0.7008757,55072.02,69778.13
911,4,0.6371598,51119.45,66844.73
912,4,0.5792361,47363.62,63940.99
913,4,0.5265783,43804.61,61072.35
914,4,0.4787076,40441.6,58244.58
915,4,0.4351887,37272.79,55463.73
916,4,0.3956261,34295.44,52735.93
917,4,0.3596601,31505.79,50067.25
918,4,0.3269637,28899.14,47463.58
919,4,0.2972397,26469.88,44930.41
920,4,0.2702179,24211.61,42472.76
921,4,0.2456527,22117.2,40094.98
922,4,0.2233206,20179.0,37800.7
923,4,0.2030187,18388.96,35592.76
924,4,0.1845625,16738.83,33473.23
925,4,0.1677841,15220.24,31443.37
926,4,0.152531,13824.91,29503.73
927,4,0.1386645,12544.7,27654.19
928,4,0.1260587,11371.68,25894.07
929,4,0.1145988,10298.26,24222.15
930,4,0.1041807,9317.154,22636.79
931,4,0.09470974,8421.436,21136.01
932,4,0.08609976,7604.553,19717.52
933,4,0.07827251,6860.32,18378.82
934,4,0.07115683,6182.914,17117.19
935,4,0.06468803,5566.877,15929.8
936,4,0.0588073,5007.103,14813.67
937,4,0.05346118,4498.836,13765.78
938,4,0.04860107,4037.662,12783.04
939,4,0.04418279,3619.503,11862.34
940,4,0.04016617,3240.607,11000.58
941,4,0.0365147,2897.529,10194.7
942,4,0.03319519,2587.117,9441.719
943,4,0.03017744,2306.487,8738.709
944,4,0.02743404,2053.005,8082.852
945,4,0.02494003,1824.26,7471.43
946,4,0.02267276,1618.049,6901.832
947,4,0.0206116,1432.357,6371.557
948,4,0.01873782,1265.343,5878.214
949,4,0.01703438,1115.329,5419.525
950,4,0.0154858,980.7816,4993.324
951,4,0.014078,860.3064,4597.556
952,4,0.01279818,752.6306,4230.28
953,4,0.01163471,656.5933,3889.661
954,4,0.01057701,571.1339,3573.974
955,4,0.009615463,495.2816,3281.596
956,4,0.00874133,428.1465,3011.001
957,4,0.007946663,368.9109,2760.758
958,4,0.00722424,316.8219,2529.524
959,4,0.00656749,271.185,2316.04
960,4,0.005970446,231.3572,2119.123
961,4,0.005427678,196.7422,1937.665
962,4,0.004934253,166.7856,1770.62
963,4,0.004485684,140.9723,1617.006
964,4,0.004077895,118.8244,1475.892
965,4,0.003707177,99.90043,1346.398
966,4,0.003370161,83.79524,1227.689
967,4,0.003063783,70.13975,1118.975
968,4,0.002785257,58.60082,1019.505
969,4,0.002532052,48.88046,928.5705
970,4,0.002301865,40.71463,845.5036
971,4,0.002092605,33.8714,769.6761
972,4,0.001902368,28.14874,700.4991
973,4,0.001729426,23.37196,637.4233
974,4,0.001572205,19.39102,579.9371
975,4,0.001429277,16.0778,527.5661
976,4,0.001299343,13.32348,479.8714
977,4,0.001181221,11.03599,436.448
978,4,0.001073837,9.137761,396.9232
979,4,0.0009762156,7.56363,360.9542
