id,simulation_id,time,G_t
612,3,2.229025e-10,53792800.0
613,3,2.67483e-10,49732870.0
614,3,3.209796e-10,45776010.0
615,3,3.851755e-10,41993340.0
616,3,4.622106e-10,38436360.0
617,3,5.546528e-10,35133860.0
618,3,6.655833e-10,32092750.0
619,3,7.987e-10,29304420.0
620,3,9.5844e-10,26758970.0
621,3,1.150128e-09,24435320.0
622,3,1.380154e-09,22314090.0
623,3,1.656184e-09,20377730.0
624,3,1.987421e-09,18610180.0
625,3,2.384905e-09,16996750.0
626,3,2.861886e-09,15524080.0
627,3,3.434264e-09,14180000.0
628,3,4.121117e-09,12953370.0
629,3,4.94534e-09,11834050.0
630,3,5.934408e-09,10812890.0
631,3,7.121289e-09,9881422.0
632,3,8.545547e-09,9032050.0
633,3,1.025466e-08,8257852.0
634,3,1.230559e-08,7552520.0
635,3,1.476671e-08,6910383.0
636,3,1.772005e-08,6326289.0
637,3,2.126406e-08,5795604.0
638,3,2.551687e-08,5314179.0
639,3,3.062024e-08,4878264.0
640,3,3.674429e-08,4484544.0
641,3,4.409315e-08,4130023.0
642,3,5.291178e-08,3812067.0
643,3,6.349413e-08,3528317.0
644,3,7.619296e-08,3276613.0
645,3,9.143155e-08,3055006.0
646,3,1.097179e-07,2861650.0
647,3,1.316614e-07,2694718.0
648,3,1.579937e-07,2552346.0
649,3,1.895925e-07,2432547.0
650,3,2.27511e-07,2333126.0
651,3,2.730131e-07,2251653.0
652,3,3.276158e-07,2185468.0
653,3,3.931389e-07,2131747.0
654,3,4.717667e-07,2087646.0
655,3,5.661201e-07,2050491.0
656,3,6.793441e-07,2017985.0
657,3,8.152129e-07,1988372.0
658,3,9.782555e-07,1960494.0
659,3,1.173907e-06,1933737.0
660,3,1.408688e-06,1907870.0
661,3,1.690425e-06,1882863.0
662,3,2.028511e-06,1858739.0
663,3,2.434213e-06,1835493.0
664,3,2.921055e-06,1813075.0
665,3,3.505266e-06,1791403.0
666,3,4.206319e-06,1770381.0
667,3,5.047583e-06,1749912.0
668,3,6.0571e-06,1729905.0
669,3,7.26852e-06,1710272.0
670,3,8.722224e-06,1690932.0
671,3,1.046667e-05,1671809.0
672,3,1.256e-05,1652832.0
673,3,1.5072e-05,1633935.0
674,3,1.80864e-05,1615055.0
675,3,2.170368e-05,1596134.0
676,3,2.604442e-05,1577119.0
677,3,3.125331e-05,1557959.0
678,3,3.750397e-05,1538609.0
679,3,4.500476e-05,1519025.0
680,3,5.400571e-05,1499168.0
681,3,6.480685e-05,1478999.0
682,3,7.776822e-05,1447632.0
683,3,9.332187e-05,1428675.0
684,3,0.0001119862,1409063.0
685,3,0.0001343835,1388784.0
686,3,0.0001612602,1367826.0
687,3,0.0001935122,1346178.0
688,3,0.0002322147,1323832.0
689,3,0.0002786576,1300782.0
690,3,0.0003343891,1277025.0
691,3,0.000401267,1252566.0
692,3,0.0004815203,1227413.0
693,3,0.0005778244,1201581.0
694,3,0.0006933893,1175093.0
695,3,0.0008320672,1147979.0
696,3,0.0009984806,1120276.0
697,3,0.001198177,1092028.0
698,3,0.001437812,1063285.0
699,3,0.001725374,1034104.0
700,3,0.002070449,1004550.0
701,3,0.002484539,974691.4
702,3,0.002981447,944600.9
703,3,0.003577736,914355.0
704,3,0.004293284,884031.8
705,3,0.005151941,853710.1
706,3,0.006182329,823468.1
707,3,0.007418794,793382.7
708,3,0.008902553,763528.7
709,3,0.01068306,733978.3
710,3,0.01281968,704801.0
711,3,0.01538361,676063.5
712,3,0.01846033,647830.6
713,3,0.0221524,620164.6
714,3,0.02658288,593125.9
715,3,0.03189946,566772.9
716,3,0.03827935,541161.6
717,3,0.04593522,516345.1
718,3,0.05512226,492372.3
719,3,0.06614672,469286.2
720,3,0.07937606,447119.8
721,3,0.09525127,425890.1
722,3,0.1143015,405593.2
723,3,0.1371618,386200.0
724,3,0.1645942,367657.8
725,3,0.197513,349896.9
726,3,0.2370156,332840.5
727,3,0.2844188,316413.5
728,3,0.3413025,300548.9
729,3,0.409563,285189.7
730,3,0.4914756,270289.4
731,3,0.5897708,255812.1
732,3,0.7077249,241733.1
733,3,0.8492699,228038.5
734,3,1.019124,214724.4
735,3,1.222949,201795.6
736,3,1.467538,189263.5
737,3,1.761046,177144.4
738,3,2.113255,165457.4
739,3,2.535906,154222.9
740,3,3.043088,143459.9
741,3,3.651705,133184.2
742,3,4.382046,123405.5
743,3,5.258455,114126.0
744,3,6.310146,105340.0
745,3,7.572176,97034.91
746,3,9.086611,89192.77
747,3,10.90393,81791.82
748,3,13.08472,74808.26
749,3,15.70166,68217.86
750,3,18.842,61997.95
751,3,22.6104,56129.5
752,3,27.13247,50598.33
753,3,32.55897,45394.85
754,3,39.07076,40512.54
755,3,46.88492,35946.28
756,3,56.2619,31691.55
757,3,67.51428,27744.86
758,3,81.01714,24104.7
759,3,97.22056,20771.89
760,3,116.6647,17748.5
761,3,139.9976,15035.46
762,3,167.9971,12629.46
763,3,201.5966,10520.47
764,3,241.9159,8691.11
765,3,290.299,7118.164
766,3,348.3589,5775.555
767,3,418.0306,4637.449
768,3,501.6367,3680.269
769,3,601.9641,2883.232
770,3,722.3569,2227.768
771,3,866.8283,1696.598
772,3,1040.194,1273.073
773,3,1248.233,941.0535
774,3,1497.879,685.2283
775,3,1797.455,491.5503
776,3,2156.946,347.5572
777,3,2588.335,242.4866
778,3,3106.003,167.2453
779,3,3727.203,114.3147
780,3,4472.644,77.63095
781,3,5367.172,52.4489
782,3,6440.607,35.19541
783,3,7728.728,23.31066
784,3,9274.474,15.06677
785,3,11129.37,9.358666
786,3,13355.24,5.48824
787,3,16026.29,2.981572
788,3,19231.55,1.470754
789,3,23077.86,0.6443854
790,3,27693.43,0.2444382
791,3,33232.12,0.07784898
792,3,39878.54,0.02004925
793,3,47854.25,0.003989284
794,3,57425.1,0.0005805091
795,3,68910.12,5.786325e-05
796,3,82692.14,3.654793e-06
797,3,99230.57,1.333343e-07
798,3,119076.7,2.515322e-09
799,3,142892.0,2.14935e-11
800,3,171470.4,7.098047e-14
801,3,205764.5,7.488413e-17
802,3,246917.4,2.008355e-20
803,3,296300.9,1.040984e-24
804,3,355561.1,7.505095e-30
805,3,426673.3,5.071972e-36
806,3,512007.9,2.000942e-43
807,3,614409.5,2.610552e-52
808,3,737291.4,5.695354e-63
809,3,884749.7,9.166984e-76
810,3,1061700.0,4.077619e-91
811,3,1274040.0,1.542886e-109
812,3,1528848.0,1.207644e-131
813,3,1834617.0,3.583778e-158
814,3,2201540.0,5.263641e-190
815,3,2641849.0,3.324076e-228
816,3,3170218.0,4.8103e-274
817,3,3804262.0,0.0
818,3,4565114.0,0.0
819,3,5478137.0,0.0
820,3,6573764.0,0.0
821,3,7888517.0,0.0
822,3,9466221.0,0.0
823,3,11359460.0,0.0
824,3,13631360.0,0.0
825,3,16357630.0,0.0
826,3,19629160.0,0.0
827,3,23554990.0,0.0
828,3,28265980.0,0.0
829,3,33919180.0,0.0
830,3,40703020.0,0.0
831,3,48843620.0,0.0
832,3,58612340.0,0.0
833,3,70334810.0,0.0
834,3,84401780.0,0.0
835,3,101282100.0,0.0
836,3,121538600.0,0.0
837,3,145846300.0,0.0
838,3,175015500.0,0.0
839,3,210018600.0,0.0
840,3,252022400.0,0.0
841,3,302426800.0,0.0
842,3,362912200.0,0.0
843,3,435494600.0,0.0
844,3,522593500.0,0.0
845,3,627112300.0,0.0
846,3,752534700.0,0.0
847,3,903041700.0,0.0
848,3,1083650000.0,0.0
849,3,1300380000.0,0.0
850,3,1560456000.0,0.0
851,3,1872547000.0,0.0
852,3,2247057000.0,0.0
853,3,2696468000.0,0.0
854,3,3235762000.0,0.0
855,3,3882914000.0,0.0
856,3,4659497000.0,0.0
857,3,5591396000.0,0.0
858,3,6709675000.0,0.0
859,3,8051610000.0,0.0
860,3,9661932000.0,0.0
861,3,11594320000.0,0.0
862,3,13913180000.0,0.0
863,3,16695820000.0,0.0
864,3,20034980000.0,0.0
865,3,24041980000.0,0.0
866,3,28850370000.0,0.0
867,3,34620450000.0,0.0
868,3,41544540000.0,0.0
869,3,49853450000.0,0.0
870,3,59824140000.0,0.0
871,3,71788960000.0,0.0
872,3,86146760000.0,0.0
873,3,103376100000.0,0.0
874,3,124051300000.0,0.0
875,3,148861600000.0,0.0
876,3,178633900000.0,0.0
877,3,214360700000.0,0.0
878,3,257232800000.0,0.0
879,3,308679400000.0,0.0
880,3,370415300000.0,0.0
881,3,444498300000.0,0.0
882,3,533398000000.0,0.0
883,3,640077600000.0,0.0
884,3,768093100000.0,0.0
885,3,921711800000.0,0.0
886,3,1106054000000.0,0.0
887,3,1327265000000.0,0.0
888,3,1592718000000.0,0.0
889,3,1911262000000.0,0.0
890,3,2293514000000.0,0.0
891,3,2752217000000.0,0.0
892,3,3302660000000.0,0.0
893,3,3963192000000.0,0.0
894,3,4755830000000.0,0.0
895,3,5706996000000.0,0.0
896,3,6848396000000.0,0.0
897,3,8218075000000.0,0.0
898,3,9861690000000.0,0.0
899,3,11834030000000.0,0.0
900,3,14200830000000.0,0.0
901,4,3e-11,86982980.0
902,4,3.6e-11,85310170.0
903,4,4.32e-11,83382340.0
904,4,5.184e-11,81177450.0
905,4,6.2208e-11,78678090.0
906,4,7.46496e-11,75874230.0
907,4,8.957952e-11,72766430.0
908,4,1.074954e-10,69369030.0
909,4,1.289945e-10,65712800.0
910,4,1.547934e-10,61846380.0
911,4,1.857521e-10,57835420.0
912,4,2.229025e-10,53758950.0
913,4,2.67483e-10,49702560.0
914,4,3.209796e-10,45749340.0
915,4,3.851755e-10,41970260.0
916,4,4.622106e-10,38416750.0
917,4,5.546528e-10,35117510.0
918,4,6.655833e-10,32079430.0
919,4,7.987e-10,29293860.0
920,4,9.5844e-10,26750840.0
921,4,1.150128e-09,24429380.0
922,4,1.380154e-09,22310060.0
923,4,1.656184e-09,20375380.0
924,4,1.987421e-09,18609300.0
925,4,2.384905e-09,16997160.0
926,4,2.861886e-09,15525560.0
927,4,3.434264e-09,14182380.0
928,4,4.121117e-09,12956480.0
929,4,4.94534e-09,11837710.0
930,4,5.934408e-09,10816940.0
931,4,7.121289e-09,9885717.0
932,4,8.545547e-09,9036414.0
933,4,1.025466e-08,8262141.0
934,4,1.230559e-08,7556566.0
935,4,1.476671e-08,6914009.0
936,4,1.772005e-08,6329340.0
937,4,2.126406e-08,5797896.0
938,4,2.551687e-08,5315524.0
939,4,3.062024e-08,4878460.0
940,4,3.674429e-08,4483377.0
941,4,4.409315e-08,4127267.0
942,4,5.291178e-08,3807489.0
943,4,6.349413e-08,3521662.0
944,4,7.619296e-08,3267637.0
945,4,9.143155e-08,3043467.0
946,4,1.097179e-07,2847306.0
947,4,1.316614e-07,2677362.0
948,4,1.579937e-07,2531804.0
949,4,1.895925e-07,2408714.0
950,4,2.27511e-07,2305962.0
951,4,2.730131e-07,2221210.0
952,4,3.276158e-07,2151884.0
953,4,3.931389e-07,2095239.0
954,4,4.717667e-07,2048489.0
955,4,5.661201e-07,2008983.0
956,4,6.793441e-07,1974406.0
957,4,8.152129e-07,1942945.0
958,4,9.782555e-07,1913367.0
959,4,1.173907e-06,1884973.0
960,4,1.408688e-06,1857464.0
961,4,1.690425e-06,1830767.0
962,4,2.028511e-06,1804882.0
963,4,2.434213e-06,1779799.0
964,4,2.921055e-06,1755468.0
965,4,3.505266e-06,1731810.0
966,4,4.206319e-06,1708729.0
967,4,5.047583e-06,1686130.0
968,4,6.0571e-06,1663918.0
969,4,7.26852e-06,1642008.0
970,4,8.722224e-06,1620316.0
971,4,1.046667e-05,1598768.0
972,4,1.256e-05,1577289.0
973,4,1.5072e-05,1555812.0
974,4,1.80864e-05,1534270.0
975,4,2.170368e-05,1512603.0
976,4,2.604442e-05,1490749.0
977,4,3.125331e-05,1468653.0
978,4,3.750397e-05,1446261.0
979,4,4.500476e-05,1423523.0
980,4,5.400571e-05,1400392.0
981,4,6.480685e-05,1366129.0
982,4,7.776822e-05,1344079.0
983,4,9.332187e-05,1321245.0
984,4,0.0001119862,1297609.0
985,4,0.0001343835,1273155.0
986,4,0.0001612602,1247870.0
987,4,0.0001935122,1221739.0
988,4,0.0002322147,1194748.0
989,4,0.0002786576,1166884.0
990,4,0.0003343891,1138133.0
991,4,0.000401267,1108485.0
992,4,0.0004815203,1077936.0
993,4,0.0005778244,1046491.0
994,4,0.0006933893,1014167.0
995,4,0.0008320672,980994.7
996,4,0.0009984806,947021.4
997,4,0.001198177,912309.4
998,4,0.001437812,876938.6
999,4,0.001725374,841007.2
1000,4,0.002070449,804632.7
1001,4,0.002484539,767952.3
1002,4,0.002981447,731122.8
1003,4,0.003577736,694318.6
1004,4,0.004293284,657727.5
1005,4,0.005151941,621544.0
1006,4,0.006182329,585960.8
1007,4,0.007418794,551159.2
1008,4,0.008902553,517301.3
1009,4,0.01068306,484525.3
1010,4,0.01281968,452945.7
1011,4,0.01538361,422658.8
1012,4,0.01846033,393746.7
1013,4,0.0221524,366277.4
1014,4,0.02658288,340298.2
1015,4,0.03189946,315826.1
1016,4,0.03827935,292841.2
1017,4,0.04593522,271288.9
1018,4,0.05512226,251090.1
1019,4,0.06614672,232155.6
1020,4,0.07937606,214398.4
1021,4,0.09525127,197738.1
1022,4,0.1143015,182099.9
1023,4,0.1371618,167410.4
1024,4,0.1645942,153595.3
1025,4,0.197513,140581.8
1026,4,0.2370156,128302.6
1027,4,0.2844188,116701.0
1028,4,0.3413025,105733.0
1029,4,0.409563,95368.09
1030,4,0.4914756,85587.51
1031,4,0.5897708,76382.86
1032,4,0.7077249,67753.89
1033,4,0.8492699,59706.19
1034,4,1.019124,52248.58
1035,4,1.222949,45390.41
1036,4,1.467538,39138.69
1037,4,1.761046,33495.37
1038,4,2.113255,28454.68
1039,4,2.535906,24001.38
1040,4,3.043088,20110.24
1041,4,3.651705,16746.82
1042,4,4.382046,13869.37
1043,4,5.258455,11431.13
1044,4,6.310146,9382.763
1045,4,7.572176,7674.568
1046,4,9.086611,6258.292
1047,4,10.90393,5088.779
1048,4,13.08472,4125.383
1049,4,15.70166,3332.916
1050,4,18.842,2681.885
1051,4,22.6104,2147.984
1052,4,27.13247,1711.19
1053,4,32.55897,1354.855
1054,4,39.07076,1065.056
1055,4,46.88492,830.174
1056,4,56.2619,640.585
1057,4,67.51428,488.3861
1058,4,81.01714,367.1026
1059,4,97.22056,271.3942
1060,4,116.6647,196.7893
1061,4,139.9976,139.4872
1062,4,167.9971,96.24232
1063,4,201.5966,64.29834
1064,4,241.9159,41.32706
1065,4,290.299,25.35697
1066,4,348.3589,14.71096
1067,4,418.0306,7.972011
1068,4,501.6367,3.971565
1069,4,601.9641,1.781798
1070,4,722.3569,0.7013595
1071,4,866.8283,0.2346206
1072,4,1040.194,0.06421736
1073,4,1248.233,0.01375584
1074,4,1497.879,0.002189433
1075,4,1797.455,0.0002436524
1076,4,2156.946,1.7645e-05
1077,4,2588.335,7.635358e-07
1078,4,3106.003,1.782931e-08
1079,4,3727.203,1.988235e-10
1080,4,4472.644,9.141403e-13
1081,4,5367.172,1.451731e-15
1082,4,6440.607,6.432842e-19
1083,4,7728.728,6.150465e-23
1084,4,9274.474,9.313576e-28
1085,4,11129.37,1.541065e-33
1086,4,13355.24,1.785416e-40
1087,4,16026.29,8.49633e-49
1088,4,19231.55,8.762406e-59
1089,4,23077.86,9.097338e-71
1090,4,27693.43,3.789742e-85
1091,4,33232.12,2.100666e-102
1092,4,39878.54,4.120464e-123
1093,4,47854.25,5.836191e-148
1094,4,57425.1,8.863646e-178
1095,4,68910.12,1.463669e-213
1096,4,82692.14,1.686088e-256
1097,4,99230.57,5.019216e-308
1098,4,119076.7,0.0
1099,4,142892.0,0.0
1100,4,171470.4,0.0
1101,4,205764.5,0.0
1102,4,246917.4,0.0
1103,4,296300.9,0.0
1104,4,355561.1,0.0
1105,4,426673.3,0.0
1106,4,512007.9,0.0
1107,4,614409.5,0.0
1108,4,737291.4,0.0
1109,4,884749.7,0.0
1110,4,1061700.0,0.0
1111,4,1274040.0,0.0
1112,4,1528848.0,0.0
1113,4,1834617.0,0.0
1114,4,2201540.0,0.0
1115,4,2641849.0,0.0
1116,4,3170218.0,0.0
1117,4,3804262.0,0.0
1118,4,4565114.0,0.0
1119,4,5478137.0,0.0
1120,4,6573764.0,0.0
1121,4,7888517.0,0.0
1122,4,9466221.0,0.0
1123,4,11359460.0,0.0
1124,4,13631360.0,0.0
1125,4,16357630.0,0.0
1126,4,19629160.0,0.0
1127,4,23554990.0,0.0
1128,4,28265980.0,0.0
1129,4,33919180.0,0.0
1130,4,40703020.0,0.0
1131,4,48843620.0,0.0
1132,4,58612340.0,0.0
1133,4,70334810.0,0.0
1134,4,84401780.0,0.0
1135,4,101282100.0,0.0
1136,4,121538600.0,0.0
1137,4,145846300.0,0.0
1138,4,175015500.0,0.0
1139,4,210018600.0,0.0
1140,4,252022400.0,0.0
1141,4,302426800.0,0.0
1142,4,362912200.0,0.0
1143,4,435494600.0,0.0
1144,4,522593500.0,0.0
1145,4,627112300.0,0.0
1146,4,752534700.0,0.0
1147,4,903041700.0,0.0
1148,4,1083650000.0,0.0
1149,4,1300380000.0,0.0
1150,4,1560456000.0,0.0
1151,4,1872547000.0,0.0
1152,4,2247057000.0,0.0
1153,4,2696468000.0,0.0
1154,4,3235762000.0,0.0
1155,4,3882914000.0,0.0
1156,4,4659497000.0,0.0
1157,4,5591396000.0,0.0
1158,4,6709675000.0,0.0
1159,4,8051610000.0,0.0
1160,4,9661932000.0,0.0
1161,4,11594320000.0,0.0
1162,4,13913180000.0,0.0
1163,4,16695820000.0,0.0
1164,4,20034980000.0,0.0
1165,4,24041980000.0,0.0
1166,4,28850370000.0,0.0
1167,4,34620450000.0,0.0
1168,4,41544540000.0,0.0
1169,4,49853450000.0,0.0
1170,4,59824140000.0,0.0
1171,4,71788960000.0,0.0
1172,4,86146760000.0,0.0
1173,4,103376100000.0,0.0
1174,4,124051300000.0,0.0
1175,4,148861600000.0,0.0
1176,4,178633900000.0,0.0
1177,4,214360700000.0,0.0
1178,4,257232800000.0,0.0
1179,4,308679400000.0,0.0
1180,4,370415300000.0,0.0
1181,4,444498300000.0,0.0
1182,4,533398000000.0,0.0
1183,4,640077600000.0,0.0
1184,4,768093100000.0,0.0
1185,4,921711800000.0,0.0
1186,4,1106054000000.0,0.0
1187,4,1327265000000.0,0.0
1188,4,1592718000000.0,0.0
1189,4,1911262000000.0,0.0
1190,4,2293514000000.0,0.0
1191,4,2752217000000.0,0.0
1192,4,3302660000000.0,0.0
1193,4,3963192000000.0,0.0
1194,4,4755830000000.0,0.0
1195,4,5706996000000.0,0.0
1196,4,6848396000000.0,0.0
1197,4,8218075000000.0,0.0
1198,4,9861690000000.0,0.0
1199,4,11834030000000.0,0.0
1200,4,14200830000000.0,0.0
